Time,Velocity_KPH
15.472,161.0
15.607,166.624992
15.712,171.0
15.847,179.437488
15.872,181.0
15.907,182.49999177142857
16.152,193.0
16.268,196.99999357993343
16.471,204.0
16.528,205.06211411226144
16.632,207.0
16.848,215.775
16.948,219.8374896
16.952,220.0
17.148,224.19999451428572
17.232,226.0
17.508,234.1545378909091
17.672,239.0
17.708,239.7999943111111
17.868,243.35554986666668
18.032,247.0
18.088,248.28333333333333
18.508,257.90832746666666
18.512,258.0
18.832,263.0
18.887,263.98213942857143
19.007,266.1249965714286
19.112,268.0
19.187,268.9782583652174
19.528,273.4260869565217
19.808,277.0782608695652
20.032,280.0
20.048,280.25454545454545
20.247,283.4204514909091
20.472,287.0
20.672,289.0
20.747,289.721152
20.967,291.8365366153846
21.067,292.79807507692306
21.192,294.0
21.247,294.45833173333335
21.552,297.0
21.567,297.11249856
21.728,298.32
21.952,300.0
22.107,301.05681687272727
22.288,302.2909090909091
22.392,303.0
22.528,303.68
22.788,304.97999872
22.792,305.0
22.952,307.0
23.088,307.85
23.112,308.0
23.272,309.0
23.348,309.2374992
23.592,310.0
23.608,310.0571428571429
23.872,311.0
23.908,311.2249984
24.168,312.85
24.192,313.0
24.408,313.9
24.432,314.0
24.647,314.8958325333333
24.672,315.0
24.872,316.0
24.908,316.0
25.032,316.0
25.248,316.9
25.272,317.0
25.407,317.8437488
25.627,319.2187488
25.752,320.0
25.927,320.0
26.112,320.0
26.247,319.4375008
26.352,319.0
26.487,319.67499904
26.552,320.0
26.767,319.1041674666667
26.792,319.0
27.027,319.7343744
27.112,320.0
27.227,320.0
27.312,320.0
27.507,320.0
27.552,320.0
27.712,320.0
27.807,317.6250048
27.912,315.0
28.067,284.0000384
28.152,267.0
28.187,262.33335893333333
28.392,235.0
28.407,232.4687824
28.552,208.0
28.568,206.32
28.788,183.22002688
28.952,166.0
29.088,160.475
29.272,153.0
29.308,153.0
29.432,153.0
29.507,142.6875264
29.592,131.0
29.728,126.14285714285714
29.872,121.0
29.888,120.73333333333333
30.148,116.40000426666667
30.232,115.0
30.248,114.6
30.428,110.1000064
30.472,109.0
30.768,112.7
30.872,114.0
31.028,122.35712914285715
31.152,129.0
31.228,129.6333312
31.512,132.0
31.588,132.2111104
31.848,132.93333333333334
31.872,133.0
32.028,135.9249952
32.032,136.0
32.247,143.67856457142858
32.312,146.0
32.568,156.4
32.632,159.0
32.727,163.7499904
32.872,171.0
32.927,173.578116
33.047,179.203116
33.192,186.0
33.428,193.374992
33.512,196.0
33.752,207.0
33.767,207.44999424
33.952,213.0
34.107,217.42856594285715
34.232,221.0
34.347,222.72499712
34.432,224.0
34.568,228.25
34.592,229.0
34.792,234.0
34.828,234.4499968
34.987,236.4374976
35.032,237.0
35.187,240.8749952
35.312,244.0
35.487,244.87499904
35.512,245.0
35.752,252.0
35.868,253.6571392
36.032,256.0
36.248,258.2453225440762
36.468,260.53222247414186
36.513,261.0
36.728,242.50537508120428
36.792,237.0
36.928,230.88
36.992,228.0
37.228,218.16667733333333
37.352,213.0
37.468,209.375008
37.512,208.0
37.728,203.14
37.912,199.0
37.928,199.25454545454545
38.208,203.70909090909092
38.352,206.0
38.507,209.8749952
38.512,210.0
38.792,217.0
38.828,217.29999786666667
39.032,219.0
39.127,221.77082773333333
39.272,226.0
39.388,228.8999936
39.512,232.0
39.672,237.0
39.787,239.8749952
39.872,242.0
40.147,248.0156208
40.192,249.0
40.228,249.4499968
40.432,252.0
40.468,252.53999616
40.687,255.82499712
40.832,258.0
40.887,258.58928365714286
41.088,260.74285714285713
41.112,261.0
41.312,264.0
41.368,264.23333333333335
41.548,264.98333226666665
41.552,265.0
41.792,241.0
41.808,239.24
41.992,219.0
42.148,211.2000128
42.267,205.2500096
42.432,197.0
42.527,194.6250048
42.592,193.0
42.792,184.0
42.827,184.34825690690766
42.993,186.0
43.048,186.8620697956976
43.312,191.0
43.368,192.8
43.528,197.94285714285715
43.592,200.0
43.788,205.87999231999999
43.792,206.0
43.992,212.0
44.008,212.26666666666668
44.232,216.0
44.448,226.8
44.472,228.0
44.688,232.4181818181818
44.912,237.0
45.048,240.4
45.272,246.0
45.427,249.8749952
45.432,250.0
45.587,253.09999616
45.632,254.0
45.747,256.4642816
45.912,260.0
46.127,263.0714258285714
46.192,264.0
46.307,266.5156208
46.367,267.8281208
46.512,271.0
46.567,272.1785673142857
46.748,276.05713737142855
46.792,277.0
46.988,279.4499968
47.032,280.0
47.227,283.89999616
47.232,284.0
47.427,287.046872
47.552,289.0
47.608,289.7
47.792,292.0
47.927,293.5340887272727
48.148,296.0454516363636
48.227,296.94317963636365
48.232,297.0
48.432,299.0
48.527,300.3194417777778
48.792,304.0
48.888,304.6
48.952,305.0
49.112,307.0
49.188,308.2666624
49.352,311.0
49.387,311.1090336915207
49.627,311.8566973919895
49.673,312.0
49.913,314.0
50.028,315.2365567916142
50.192,317.0
50.227,317.34999808
50.348,318.55999744
50.392,319.0
50.608,321.3142857142857
50.672,322.0
50.808,323.1333333333333
50.912,324.0
51.152,325.0
51.248,325.53333333333336
51.428,326.53333191111113
51.512,327.0
51.667,327.77499904
51.712,328.0
51.927,328.8958325333333
51.952,329.0
52.127,329.97222115555553
52.312,331.0
52.472,332.0
52.527,332.1964278857143
52.752,333.0
52.867,333.0
52.992,333.0
53.127,333.8437488
53.152,334.0
53.432,334.0
53.447,334.0624992
53.672,335.0
53.767,334.73611164444446
53.987,334.1250005333333
54.032,334.0
54.192,334.0
54.247,334.3437488
54.352,335.0
54.552,335.0
54.587,335.0
54.712,335.0
54.912,335.0
54.988,322.9667072
55.152,297.0
55.248,283.0
55.392,262.0
55.607,241.39585173333333
55.632,239.0
55.792,225.0
55.808,224.23809512752402
56.233,204.0
56.268,203.03750528
56.467,197.56500352
56.633,193.0
56.668,193.22012449001278
56.792,194.0
56.848,195.4
56.952,198.0
57.168,203.4
57.232,205.0
57.448,213.1
57.552,217.0
57.728,219.93333333333334
57.908,222.93332906666666
57.912,223.0
58.149,227.84772596363638
58.307,231.07954152727274
58.352,232.0
58.512,235.0
58.527,235.22499712
58.688,237.64
58.712,238.0
58.887,243.83332693333332
58.952,246.0
59.127,249.06249664
59.352,253.0
59.552,255.0
59.832,256.0
59.992,256.0
60.007,256.0
60.232,256.0
60.348,259.54443662222224
60.527,265.0138830222222
60.592,267.0
60.827,271.4062464
60.912,273.0
61.047,275.02499712
61.112,276.0
61.267,279.8749952
61.272,280.0
61.592,282.0
61.647,282.98213942857143
61.872,287.0
61.968,288.06666666666666
62.232,291.0
62.248,291.2
62.392,293.0
62.427,293.1452274576538
62.633,294.0
62.707,294.73999872
62.833,296.0
62.948,296.6388878222222
63.188,297.97222115555553
63.193,298.0
63.393,301.0
63.567,302.8709659364092
63.672,304.0
63.768,304.6
63.832,305.0
63.968,306.1333333333333
64.072,307.0
64.272,309.0
64.288,309.1142857142857
64.508,310.68571245714287
64.552,311.0
64.708,311.77999872
64.752,312.0
64.912,312.0
64.927,312.0937488
65.072,313.0
65.208,314.36
65.272,315.0
65.508,315.0
65.512,315.0
65.808,316.85
65.832,317.0
66.127,318.8437488
66.152,319.0
66.392,319.0
66.427,319.12499931428573
66.672,320.0
66.687,320.0
66.912,320.0
66.947,320.12499931428573
67.192,321.0
67.287,321.5937488
67.352,322.0
67.552,322.0
67.647,322.47499904
67.752,323.0
67.907,323.0
67.992,323.0
68.167,323.0
68.192,323.0
68.407,323.44791626666665
68.672,324.0
68.768,324.0
68.992,324.0
69.128,323.5160141246438
69.273,323.0
69.348,323.0
69.547,323.0
69.648,323.0
69.713,323.0
69.888,323.0
69.913,323.0
70.067,323.0
70.113,323.0
70.268,322.22110674296067
70.312,322.0
70.448,317.24
70.712,308.0
70.728,305.9
70.928,279.65
71.188,245.5250336
71.192,245.0
71.592,231.0
71.647,229.7968792
71.748,227.5875056
71.912,224.0
72.048,219.62857142857143
72.192,215.0
72.207,215.08333226666667
72.427,216.3055544888889
72.547,216.97222115555556
72.552,217.0
72.807,221.7812464
72.872,223.0
73.047,226.12499657142857
73.152,228.0
73.207,228.91666346666668
73.487,233.58333013333333
73.512,234.0
73.728,237.6
73.752,238.0
73.968,242.725
74.072,245.0
74.232,245.0
74.367,249.218744
74.392,250.0
74.528,251.275
74.712,253.0
74.727,253.24374688
74.967,257.14374688
75.267,262.01874688
75.512,266.0
75.608,267.44
75.712,269.0
75.828,270.927973926289
76.047,274.567864831976
76.073,275.0
76.308,279.19642514285715
76.353,280.0
76.588,280.9791658666667
76.593,281.0
76.768,283.9166677333333
76.833,285.0
76.988,286.94560376352035
77.072,288.0
77.232,289.0
77.392,291.0
77.488,292.2
77.632,294.0
77.648,294.08
77.832,295.0
77.888,295.6363636363636
78.127,298.35227054545453
78.272,300.0
78.427,301.40908916363634
78.647,303.40908916363634
78.712,304.0
78.828,304.57999872
78.912,305.0
79.067,306.9374976
79.072,307.0
79.388,309.9624976
79.392,310.0
79.787,311.97499904
79.792,312.0
79.968,312.62857142857143
80.072,313.0
80.307,313.83928502857145
